type_of_request_GET,type_of_request_POST,avg_payload_size,request_rate,failed_requests,label
0.0,1.0,150.0,8.14753176583554,2.0,1
0.0,1.0,150.0,10.053737633034975,0.0,1
1.0,0.0,0.0,6.872649240274447,1.0,1
0.0,1.0,150.0,5.0116270622309536,0.0,1
0.0,1.0,150.0,12.790188364384022,2.0,1
1.0,0.0,0.0,8.86257716687099,1.0,1
0.0,1.0,150.0,3.4258672147592604,1.0,1
1.0,0.0,0.0,8.946510439822443,4.0,1
0.0,1.0,150.0,8.395978427582339,1.0,1
1.0,0.0,0.0,8.290347000987927,2.0,1
1.0,0.0,0.0,8.274854623845023,0.0,1
0.0,1.0,150.0,11.585374909616629,1.0,1
0.0,1.0,150.0,11.320816530519645,1.0,1
0.0,1.0,150.0,11.715793480374689,4.0,1
1.0,0.0,0.0,13.39786900240524,0.0,1
0.0,1.0,150.0,6.601768119093226,1.0,1
0.0,1.0,150.0,11.422072621497975,0.0,1
0.0,1.0,150.0,8.658687880482452,0.0,1
1.0,0.0,0.0,12.278346204631575,2.0,1
0.0,1.0,150.0,15.643491358284262,0.0,1
0.0,1.0,150.0,7.235317831972229,3.0,1
1.0,0.0,0.0,11.322386313545191,2.0,1
0.0,1.0,150.0,12.222718060360931,0.0,1
0.0,1.0,150.0,7.782294218457563,0.0,1
1.0,0.0,0.0,6.583269635164152,0.0,1
0.0,1.0,150.0,8.988621141456846,0.0,1
0.0,1.0,150.0,4.673875340227329,1.0,1
1.0,0.0,0.0,9.049645765617294,0.0,1
0.0,1.0,150.0,9.547072357016027,3.0,1
1.0,0.0,0.0,9.330471915825413,2.0,1
1.0,0.0,0.0,8.735384550655827,0.0,1
1.0,0.0,0.0,10.255824770975874,0.0,1
1.0,0.0,0.0,16.3030234296466,2.0,1
0.0,1.0,150.0,10.146185638855009,0.0,1
0.0,1.0,150.0,7.838371805582071,1.0,1
0.0,1.0,150.0,7.31447131033498,1.0,1
0.0,1.0,150.0,12.459003803388159,1.0,1
1.0,0.0,0.0,10.246469457345999,0.0,1
1.0,0.0,0.0,5.429002656588532,0.0,1
0.0,1.0,150.0,8.932034451202936,0.0,1
0.0,1.0,150.0,10.295136853559484,2.0,1
0.0,1.0,150.0,9.661828605383931,1.0,1
1.0,0.0,0.0,10.29508623332484,0.0,1
1.0,0.0,0.0,13.24603959648429,0.0,1
1.0,0.0,0.0,7.629507652502627,4.0,1
0.0,1.0,150.0,6.924181424360924,1.0,1
0.0,1.0,150.0,10.332485735264447,1.0,1
0.0,1.0,150.0,9.414063714915278,2.0,1
1.0,0.0,0.0,11.048228951907225,3.0,1
1.0,0.0,0.0,10.475270684530013,1.0,1
0.0,1.0,150.0,10.22599384358666,3.0,1
1.0,0.0,0.0,9.861866992520271,2.0,1
0.0,1.0,150.0,12.206578545123218,1.0,1
0.0,1.0,150.0,12.041034976102935,4.0,1
0.0,1.0,150.0,10.503733806549933,1.0,1
0.0,1.0,150.0,15.752617623236606,0.0,1
1.0,0.0,0.0,12.37068377680944,1.0,1
0.0,1.0,150.0,10.618911710926328,4.0,1
1.0,0.0,0.0,8.052865690018187,1.0,1
0.0,1.0,150.0,6.966866958259606,1.0,1
0.0,1.0,150.0,8.739425028822627,0.0,1
1.0,0.0,0.0,12.614598982581718,1.0,1
1.0,0.0,0.0,10.479255655476166,0.0,1
1.0,0.0,0.0,10.760054534717415,0.0,1
1.0,0.0,0.0,5.722496272717194,1.0,1
1.0,0.0,0.0,9.386049645023164,0.0,1
1.0,0.0,0.0,5.940707186708055,1.0,1
0.0,1.0,150.0,12.802943046632832,1.0,1
0.0,1.0,150.0,8.318860270208909,1.0,1
1.0,0.0,0.0,14.3530533635986,0.0,1
1.0,0.0,0.0,6.48784232070829,0.0,1
0.0,1.0,150.0,13.260351920995635,1.0,1
0.0,1.0,150.0,6.329168716134788,3.0,1
0.0,1.0,150.0,13.659806290469046,0.0,1
1.0,0.0,0.0,12.542414301159015,2.0,1
1.0,0.0,0.0,7.353302875428989,3.0,1
1.0,0.0,0.0,9.897117036604486,2.0,1
1.0,0.0,0.0,10.636069649997431,1.0,1
1.0,0.0,0.0,3.850181838719525,0.0,1
0.0,1.0,150.0,7.186370763358177,1.0,1
0.0,1.0,150.0,9.808243984048449,3.0,1
1.0,0.0,0.0,12.742004085773042,2.0,1
1.0,0.0,0.0,12.297478006349845,0.0,1
0.0,1.0,150.0,16.852877335866104,1.0,1
1.0,0.0,0.0,9.729084665486472,1.0,1
1.0,0.0,0.0,5.596538390408091,1.0,1
1.0,0.0,0.0,12.179405774381909,1.0,1
1.0,0.0,0.0,12.047872286890582,0.0,1
1.0,0.0,0.0,11.667387248063815,1.0,1
1.0,0.0,0.0,7.572521643770612,0.0,1
1.0,0.0,0.0,16.334734881332768,0.0,1
0.0,1.0,150.0,6.553207917326214,2.0,1
0.0,1.0,150.0,9.904859928921942,1.0,1
1.0,0.0,0.0,7.041023887778516,1.0,1
1.0,0.0,0.0,13.190062181822876,2.0,1
0.0,1.0,150.0,6.218843004013584,1.0,1
1.0,0.0,0.0,12.501870302834323,1.0,1
0.0,1.0,150.0,5.421749318524085,1.0,1
0.0,1.0,150.0,15.007913262370723,1.0,1
0.0,1.0,150.0,12.09631261196242,2.0,1
1.0,0.0,0.0,12.359495331503691,2.0,1
0.0,1.0,150.0,9.953505773139089,2.0,1
0.0,1.0,150.0,13.815152084474292,0.0,1
1.0,0.0,0.0,13.112828054168169,0.0,1
1.0,0.0,0.0,13.057884753487848,2.0,1
0.0,1.0,150.0,10.559712740617814,2.0,1
0.0,1.0,150.0,7.829382551914456,0.0,1
0.0,1.0,150.0,6.939085625093313,0.0,1
1.0,0.0,0.0,9.476338222669504,1.0,1
1.0,0.0,0.0,11.755882922390526,0.0,1
0.0,1.0,150.0,6.2162082030798,2.0,1
0.0,1.0,150.0,10.63960511937998,1.0,1
1.0,0.0,0.0,7.195044454901964,0.0,1
1.0,0.0,0.0,6.170831366711365,1.0,1
1.0,0.0,0.0,8.008092655862987,1.0,1
0.0,1.0,150.0,15.328227586012652,1.0,1
0.0,1.0,150.0,13.009010301084656,1.0,1
0.0,1.0,150.0,17.435983759100754,0.0,1
0.0,1.0,150.0,8.866672004359428,3.0,1
1.0,0.0,0.0,7.388963438975185,0.0,1
0.0,1.0,150.0,10.864355772154259,2.0,1
0.0,1.0,150.0,11.291802338638865,0.0,1
0.0,1.0,150.0,10.149031333372713,0.0,1
1.0,0.0,0.0,8.636029903357558,0.0,1
1.0,0.0,0.0,7.882845481309239,3.0,1
0.0,1.0,150.0,8.62162326045697,1.0,1
1.0,0.0,0.0,9.307334930170542,1.0,1
1.0,0.0,0.0,6.833950597119676,0.0,1
0.0,1.0,150.0,11.69222822825612,0.0,1
1.0,0.0,0.0,7.6984326377481445,3.0,1
1.0,0.0,0.0,5.22366172052155,2.0,1
0.0,1.0,150.0,15.868189802715754,0.0,1
1.0,0.0,0.0,6.6213611897999325,0.0,1
0.0,1.0,150.0,5.3621874199804775,0.0,1
0.0,1.0,150.0,12.831262676888464,3.0,1
1.0,0.0,0.0,12.008996664300236,1.0,1
1.0,0.0,0.0,7.323558446182522,0.0,1
1.0,0.0,0.0,14.00570841767951,0.0,1
1.0,0.0,0.0,10.484370097240733,1.0,1
0.0,1.0,150.0,7.4649906648364315,1.0,1
0.0,1.0,150.0,11.669924445213244,2.0,1
1.0,0.0,0.0,7.391371317549549,1.0,1
1.0,0.0,0.0,5.27274458588057,2.0,1
1.0,0.0,0.0,8.800932533283108,1.0,1
1.0,0.0,0.0,12.543597438512423,2.0,1
1.0,0.0,0.0,10.86690587307835,2.0,1
1.0,0.0,0.0,10.896940468601532,1.0,1
0.0,1.0,150.0,7.4397395559850095,1.0,1
0.0,1.0,150.0,12.627123792891608,0.0,1
0.0,1.0,150.0,8.786802017399111,0.0,1
0.0,1.0,150.0,13.243297884003283,1.0,1
1.0,0.0,0.0,13.17493316292175,0.0,1
0.0,1.0,150.0,7.151084207530977,0.0,1
0.0,1.0,150.0,12.185043547321245,2.0,1
1.0,0.0,0.0,5.52919913242529,1.0,1
1.0,0.0,0.0,12.594065223385119,0.0,1
1.0,0.0,0.0,11.58276451305757,0.0,1
1.0,0.0,0.0,11.805609835091936,2.0,1
1.0,0.0,0.0,6.474278718062051,1.0,1
1.0,0.0,0.0,9.955888535486663,0.0,1
0.0,1.0,150.0,13.991193302910572,3.0,1
0.0,1.0,150.0,5.003552200504747,1.0,1
1.0,0.0,0.0,11.463552013690446,1.0,1
1.0,0.0,0.0,7.10183484649844,1.0,1
0.0,1.0,150.0,10.302515536206732,0.0,1
1.0,0.0,0.0,12.34832123950656,1.0,1
1.0,0.0,0.0,11.746308522009267,0.0,1
0.0,1.0,150.0,3.100275666862826,0.0,1
1.0,0.0,0.0,9.100808659613755,1.0,1
0.0,1.0,150.0,4.914665185290739,3.0,1
1.0,0.0,0.0,7.0542768712070805,0.0,1
1.0,0.0,0.0,9.77169262349817,1.0,1
1.0,0.0,0.0,5.456171051960189,1.0,1
0.0,1.0,150.0,12.281278714464998,0.0,1
1.0,0.0,0.0,14.438371332270922,0.0,1
1.0,0.0,0.0,8.41935306135548,0.0,1
1.0,0.0,0.0,3.4439380135747246,2.0,1
1.0,0.0,0.0,9.155276496562687,1.0,1
0.0,1.0,150.0,11.677319363659866,0.0,1
1.0,0.0,0.0,13.262869577394294,0.0,1
1.0,0.0,0.0,9.502985361464855,2.0,1
1.0,0.0,0.0,9.57076436353384,1.0,1
1.0,0.0,0.0,13.983478228133936,0.0,1
0.0,1.0,150.0,6.071866777069776,1.0,1
0.0,1.0,150.0,15.933846235766719,2.0,1
0.0,1.0,150.0,8.859400470031467,1.0,1
0.0,1.0,150.0,12.987230815024212,0.0,1
0.0,1.0,150.0,9.77250984892867,1.0,1
1.0,0.0,0.0,2.432073914365822,1.0,1
0.0,1.0,150.0,10.282816476598072,0.0,1
0.0,1.0,150.0,8.650658570012673,0.0,1
0.0,1.0,150.0,10.930947073610639,1.0,1
1.0,0.0,0.0,8.65064997095022,0.0,1
0.0,1.0,150.0,11.575046046752838,0.0,1
0.0,1.0,150.0,7.742301060656591,1.0,1
0.0,1.0,150.0,10.133301871206315,1.0,1
1.0,0.0,0.0,9.884257293054695,4.0,1
1.0,0.0,0.0,12.010799550676618,0.0,1
0.0,1.0,150.0,13.499945118840085,3.0,1
1.0,0.0,0.0,11.269313202999438,0.0,1
1.0,0.0,0.0,5.751938203911456,0.0,1
0.0,1.0,150.0,9.913168394055619,0.0,1
0.0,1.0,150.0,7.478796828759595,0.0,1
0.0,1.0,150.0,12.08984776434453,2.0,1
1.0,0.0,0.0,5.690921513137252,0.0,1
1.0,0.0,0.0,5.699608783167694,1.0,1
0.0,1.0,150.0,11.913486666178251,2.0,1
1.0,0.0,0.0,6.286355171780386,1.0,1
0.0,1.0,150.0,11.690359220403991,1.0,1
1.0,0.0,0.0,5.448122298915215,2.0,1
1.0,0.0,0.0,4.903308439190599,1.0,1
0.0,1.0,150.0,5.342493030214331,1.0,1
0.0,1.0,150.0,6.704961058636259,1.0,1
0.0,1.0,150.0,14.77642613140591,1.0,1
0.0,1.0,150.0,10.318709192300766,1.0,1
1.0,0.0,0.0,10.134102834697611,0.0,1
0.0,1.0,150.0,9.715622859458904,3.0,1
0.0,1.0,150.0,13.077372589603499,0.0,1
0.0,1.0,150.0,9.577260611145224,1.0,1
1.0,0.0,0.0,7.9479188691852185,1.0,1
1.0,0.0,0.0,12.215434564139873,1.0,1
0.0,1.0,150.0,7.144055625533328,0.0,1
1.0,0.0,0.0,16.81981863357702,2.0,1
1.0,0.0,0.0,11.618729531510445,1.0,1
0.0,1.0,150.0,14.569420077563825,1.0,1
0.0,1.0,150.0,1.515287628170956,2.0,1
1.0,0.0,0.0,16.522827917052624,3.0,1
0.0,1.0,150.0,8.86852433894094,2.0,1
1.0,0.0,0.0,11.599212956617404,1.0,1
1.0,0.0,0.0,9.460236758487916,0.0,1
1.0,0.0,0.0,10.003284057977618,2.0,1
0.0,1.0,150.0,10.305566460353925,0.0,1
1.0,0.0,0.0,11.088024635628894,1.0,1
1.0,0.0,0.0,8.249175110469102,1.0,1
0.0,1.0,150.0,9.435274719359152,2.0,1
0.0,1.0,150.0,8.70328075182815,2.0,1
0.0,1.0,150.0,8.345617681565543,2.0,1
1.0,0.0,0.0,5.1698730146127705,0.0,1
0.0,1.0,150.0,8.622928914747083,1.0,1
0.0,1.0,150.0,4.211315386681628,0.0,1
0.0,1.0,150.0,11.532564286614482,1.0,1
1.0,0.0,0.0,12.56569438353286,2.0,1
0.0,1.0,150.0,8.167280114928591,4.0,1
1.0,0.0,0.0,7.531787125684693,1.0,1
1.0,0.0,0.0,9.291920861819777,0.0,1
1.0,0.0,0.0,10.040625534590523,0.0,1
0.0,1.0,150.0,14.195879223397743,0.0,1
1.0,0.0,0.0,6.102575896306027,1.0,1
1.0,0.0,0.0,8.854866824763876,1.0,1
1.0,0.0,0.0,12.84388408492692,2.0,1
0.0,1.0,150.0,6.3109638681111075,0.0,1
0.0,1.0,150.0,8.147472618622867,3.0,1
1.0,0.0,0.0,8.747498688949609,0.0,1
0.0,1.0,150.0,7.508478371262388,2.0,1
1.0,0.0,0.0,12.053935220376223,3.0,1
1.0,0.0,0.0,6.842971738996991,0.0,1
0.0,1.0,150.0,6.8677878884406915,0.0,1
1.0,0.0,0.0,8.713939817472871,1.0,1
0.0,1.0,150.0,7.372160117285324,3.0,1
1.0,0.0,0.0,3.6679248017734283,2.0,1
1.0,0.0,0.0,10.505794956582593,1.0,1
0.0,1.0,150.0,7.817767696297054,1.0,1
0.0,1.0,150.0,11.062415541956216,1.0,1
0.0,1.0,150.0,6.07303052243783,1.0,1
1.0,0.0,0.0,11.646463031372841,1.0,1
1.0,0.0,0.0,10.519713697932797,1.0,1
0.0,1.0,150.0,11.951083575744697,0.0,1
0.0,1.0,150.0,11.115668473271928,0.0,1
1.0,0.0,0.0,7.4342443240031315,0.0,1
0.0,1.0,150.0,1.4764445780644309,2.0,1
0.0,1.0,150.0,11.2953717453358,0.0,1
1.0,0.0,0.0,10.2575244330252,2.0,1
0.0,1.0,150.0,10.982571996264571,2.0,1
0.0,1.0,150.0,8.029222738474115,0.0,1
1.0,0.0,0.0,8.14789969893502,0.0,1
0.0,1.0,150.0,11.866162304956053,1.0,1
1.0,0.0,0.0,1.4496094338525474,1.0,1
1.0,0.0,0.0,7.711471417919553,0.0,1
0.0,1.0,150.0,8.804265777693137,2.0,1
1.0,0.0,0.0,7.479102820599371,0.0,1
0.0,1.0,150.0,3.0913409623320334,0.0,1
0.0,1.0,150.0,6.345688206635565,2.0,1
0.0,1.0,150.0,11.325621567908794,1.0,1
1.0,0.0,0.0,16.171528558511923,0.0,1
0.0,1.0,150.0,13.841135411339508,1.0,1
0.0,1.0,150.0,13.308511342835743,0.0,1
0.0,1.0,150.0,8.589205597987066,1.0,1
0.0,1.0,150.0,14.758392857685497,1.0,1
0.0,1.0,150.0,11.014007928796689,1.0,1
0.0,1.0,150.0,6.3265857988762395,0.0,1
1.0,0.0,0.0,8.674673983773316,1.0,1
1.0,0.0,0.0,10.911752086408764,1.0,1
0.0,1.0,150.0,12.986485990672826,0.0,1
0.0,1.0,150.0,6.510926348585757,1.0,1
1.0,0.0,0.0,13.639733014725241,1.0,1
1.0,0.0,0.0,15.561874884553156,0.0,1
0.0,1.0,150.0,4.988248341724142,1.0,1
1.0,0.0,0.0,11.352613103747077,0.0,1
1.0,0.0,0.0,10.637130605088412,3.0,1
0.0,1.0,150.0,8.80348645644186,0.0,1
1.0,0.0,0.0,7.961273102055113,2.0,1
0.0,1.0,150.0,7.880093858819325,0.0,1
0.0,1.0,150.0,9.700115366832533,2.0,1
0.0,1.0,150.0,18.189333142820356,1.0,1
0.0,1.0,150.0,10.741046751531425,0.0,1
0.0,1.0,150.0,7.295486072081616,1.0,1
0.0,1.0,150.0,10.628856080877279,2.0,1
1.0,0.0,0.0,10.20252498983915,2.0,1
1.0,0.0,0.0,11.265314079509766,0.0,1
0.0,1.0,150.0,12.60978205503042,1.0,1
1.0,0.0,0.0,6.559422049338932,0.0,1
0.0,1.0,150.0,11.193109011058581,2.0,1
1.0,0.0,0.0,9.834478250260414,1.0,1
1.0,0.0,0.0,12.978274300848941,2.0,1
0.0,1.0,150.0,11.031258836757333,0.0,1
0.0,1.0,150.0,6.6688095578071955,2.0,1
0.0,1.0,150.0,12.251190489020615,1.0,1
0.0,1.0,150.0,5.255986580069827,1.0,1
1.0,0.0,0.0,7.775937343936714,0.0,1
1.0,0.0,0.0,5.95354426870664,2.0,1
1.0,0.0,0.0,17.41241165781438,0.0,1
0.0,1.0,150.0,13.4727959428925,1.0,1
0.0,1.0,150.0,10.6857240317052,3.0,1
0.0,1.0,150.0,6.717570535532314,0.0,1
1.0,0.0,0.0,7.557578219730105,2.0,1
1.0,0.0,0.0,9.429321112043468,2.0,1
1.0,0.0,0.0,11.303541390996116,2.0,1
1.0,0.0,0.0,10.482644014550239,3.0,1
1.0,0.0,0.0,11.328001035973777,0.0,1
0.0,1.0,150.0,8.299737328027396,1.0,1
0.0,1.0,150.0,10.154655533086292,2.0,1
0.0,1.0,150.0,7.608148594329189,1.0,1
0.0,1.0,150.0,6.793499170202926,1.0,1
0.0,1.0,150.0,14.75370507880886,0.0,1
1.0,0.0,0.0,9.821718264445304,0.0,1
0.0,1.0,150.0,8.050163279604899,2.0,1
0.0,1.0,150.0,8.334809553826283,2.0,1
0.0,1.0,150.0,11.470457533134624,0.0,1
0.0,1.0,150.0,12.790779656660948,2.0,1
1.0,0.0,0.0,9.890646543352041,2.0,1
1.0,0.0,0.0,6.780866340899477,0.0,1
1.0,0.0,0.0,11.358408215957637,0.0,1
0.0,1.0,150.0,10.807881517920967,0.0,1
0.0,1.0,150.0,4.019750316913796,2.0,1
1.0,0.0,0.0,14.619000314727021,1.0,1
1.0,0.0,0.0,12.480265736650352,3.0,1
0.0,1.0,150.0,8.028025373573547,2.0,1
1.0,0.0,0.0,8.937268723048213,1.0,1
1.0,0.0,0.0,12.243995560511122,2.0,1
1.0,0.0,0.0,6.99065969640365,0.0,1
1.0,0.0,0.0,13.503527239685265,0.0,1
1.0,0.0,0.0,9.00965275722947,0.0,1
0.0,1.0,150.0,14.571276253039988,0.0,1
0.0,1.0,150.0,9.198499156967134,1.0,1
1.0,0.0,0.0,9.33232594688767,1.0,1
0.0,1.0,150.0,8.664288212052181,0.0,1
0.0,1.0,150.0,10.359170429989605,0.0,1
0.0,1.0,150.0,12.41330611176616,1.0,1
0.0,1.0,150.0,10.293510040980197,1.0,1
0.0,1.0,150.0,5.1401620859813475,1.0,1
0.0,1.0,150.0,9.664016782277383,0.0,1
0.0,1.0,150.0,15.84050196086384,2.0,1
1.0,0.0,0.0,14.119146443837892,1.0,1
1.0,0.0,0.0,12.58305666837611,0.0,1
1.0,0.0,0.0,8.388835581336815,0.0,1
1.0,0.0,0.0,8.031753754635794,2.0,1
1.0,0.0,0.0,12.55345828755939,2.0,1
1.0,0.0,0.0,7.597077638457908,0.0,1
0.0,1.0,150.0,13.156645428483145,2.0,1
0.0,1.0,150.0,10.319543603060914,0.0,1
1.0,0.0,0.0,14.286586312518635,1.0,1
1.0,0.0,0.0,8.806469717570835,0.0,1
0.0,1.0,150.0,8.105375179962639,0.0,1
0.0,1.0,150.0,10.971728372381058,0.0,1
1.0,0.0,0.0,6.096448130098634,2.0,1
1.0,0.0,0.0,11.880198995932462,1.0,1
0.0,1.0,150.0,8.872942092902768,1.0,1
1.0,0.0,0.0,6.384828348420311,0.0,1
1.0,0.0,0.0,8.362291432419298,3.0,1
0.0,1.0,150.0,6.05304998922445,0.0,1
1.0,0.0,0.0,10.534539281634586,1.0,1
1.0,0.0,0.0,3.417004897333343,2.0,1
0.0,1.0,150.0,7.156163011863758,4.0,1
1.0,0.0,0.0,6.960545928131395,0.0,1
0.0,1.0,150.0,12.385323040526185,0.0,1
0.0,1.0,150.0,11.586829467609439,0.0,1
1.0,0.0,0.0,12.392175759507337,0.0,1
1.0,0.0,0.0,12.143970524792962,1.0,1
1.0,0.0,0.0,13.39652155351773,0.0,1
0.0,1.0,150.0,14.257277642826372,0.0,1
1.0,0.0,0.0,5.096692338310204,1.0,1
0.0,1.0,150.0,3.622514025376316,0.0,1
0.0,1.0,150.0,12.227119518636545,1.0,1
1.0,0.0,0.0,10.99895302287288,0.0,1
0.0,1.0,150.0,6.539102965236122,0.0,1
1.0,0.0,0.0,3.1290751873468743,1.0,1
0.0,1.0,150.0,12.388126723227922,0.0,1
1.0,0.0,0.0,8.98556264473218,0.0,1
0.0,1.0,150.0,4.386861864477668,0.0,1
0.0,1.0,150.0,2.51634426387864,2.0,1
0.0,1.0,150.0,6.416480315526846,0.0,1
1.0,0.0,0.0,13.397369982890691,2.0,1
1.0,0.0,0.0,8.581086539508195,1.0,1
1.0,0.0,0.0,10.436224866112688,1.0,1
0.0,1.0,150.0,6.328586196054753,0.0,1
1.0,0.0,0.0,11.883505649554326,1.0,1
0.0,1.0,150.0,11.10439077761562,0.0,1
1.0,0.0,0.0,9.852409145863447,1.0,1
1.0,0.0,0.0,11.318173389774506,0.0,1
1.0,0.0,0.0,4.724381942022861,1.0,1
1.0,0.0,0.0,11.835269020813902,2.0,1
0.0,1.0,150.0,8.826893154812186,0.0,1
1.0,0.0,0.0,16.292165609911525,0.0,1
1.0,0.0,0.0,8.578319871881043,2.0,1
1.0,0.0,0.0,13.329041095786806,1.0,1
1.0,0.0,0.0,11.95918668813771,1.0,1
1.0,0.0,0.0,13.669964381017003,2.0,1
1.0,0.0,0.0,14.128374443015977,0.0,1
0.0,1.0,150.0,7.560194966330484,0.0,1
0.0,1.0,150.0,12.543133939128705,0.0,1
0.0,1.0,150.0,11.146402093216738,1.0,1
0.0,1.0,150.0,9.621188681687354,1.0,1
0.0,1.0,150.0,11.664171985975715,3.0,1
1.0,0.0,0.0,12.530586808707803,1.0,1
0.0,1.0,150.0,4.553838726270728,1.0,1
0.0,1.0,150.0,7.860532606005755,1.0,1
1.0,0.0,0.0,9.971243333358705,2.0,1
1.0,0.0,0.0,6.864968037100261,4.0,1
1.0,0.0,0.0,10.662114351676582,1.0,1
1.0,0.0,0.0,10.80031485687894,1.0,1
1.0,0.0,0.0,8.092374240221845,2.0,1
0.0,1.0,150.0,10.053968362990911,1.0,1
1.0,0.0,0.0,9.6113844648894,1.0,1
1.0,0.0,0.0,9.348615144701972,0.0,1
0.0,1.0,150.0,12.60021944750439,1.0,1
1.0,0.0,0.0,9.042781933133565,0.0,1
1.0,0.0,0.0,9.380373753361752,0.0,1
0.0,1.0,150.0,13.689537004973584,0.0,1
0.0,1.0,150.0,9.18222410426246,2.0,1
1.0,0.0,0.0,8.589766854408897,1.0,1
1.0,0.0,0.0,8.067161965559317,4.0,1
0.0,1.0,150.0,10.224942738194603,3.0,1
1.0,0.0,0.0,10.869061435771421,0.0,1
0.0,1.0,150.0,8.298399546419471,0.0,1
0.0,1.0,150.0,7.322871772654071,2.0,1
0.0,1.0,150.0,10.799743837561186,0.0,1
1.0,0.0,0.0,12.624517448605218,2.0,1
0.0,1.0,150.0,16.211839866782324,1.0,1
0.0,1.0,150.0,6.470207002089889,0.0,1
1.0,0.0,0.0,9.389506366171462,3.0,1
1.0,0.0,0.0,9.431436740677814,1.0,1
0.0,1.0,150.0,3.748528756274089,0.0,1
0.0,1.0,150.0,8.0692617333182,1.0,1
0.0,1.0,150.0,13.25641479005676,1.0,1
0.0,1.0,150.0,7.830647514785237,1.0,1
0.0,1.0,150.0,8.921842332659596,1.0,1
1.0,0.0,0.0,11.5536534167154,0.0,1
0.0,1.0,150.0,7.986236406913626,3.0,1
1.0,0.0,0.0,5.349013706576966,0.0,1
0.0,1.0,150.0,12.792918426992594,2.0,1
1.0,0.0,0.0,7.405558872458949,0.0,1
0.0,1.0,150.0,11.536329567643634,2.0,1
1.0,0.0,0.0,8.609596512079772,0.0,1
0.0,1.0,150.0,11.779207779024796,0.0,1
1.0,0.0,0.0,12.037643119187234,0.0,1
1.0,0.0,0.0,11.351027918393175,1.0,1
0.0,1.0,150.0,171.89835428072934,49.0,-1
0.0,1.0,150.0,179.6803097427333,46.0,-1
0.0,1.0,150.0,239.41798837665266,52.0,-1
1.0,0.0,0.0,239.30624329729238,55.0,-1
0.0,1.0,150.0,216.74953164821537,45.0,-1
1.0,0.0,0.0,221.88638045806334,58.0,-1
0.0,1.0,150.0,294.243237879598,47.0,-1
0.0,1.0,150.0,292.6152331493874,57.0,-1
0.0,1.0,150.0,207.70527096585417,47.0,-1
1.0,0.0,0.0,210.93026550972044,50.0,-1
1.0,0.0,0.0,229.83923362481198,68.0,-1
1.0,0.0,0.0,252.87555092341543,41.0,-1
1.0,0.0,0.0,255.4353717257784,53.0,-1
1.0,0.0,0.0,193.78830639590203,51.0,-1
0.0,1.0,150.0,171.15278562482138,42.0,-1
0.0,1.0,150.0,242.1616727404225,51.0,-1
0.0,1.0,150.0,181.05226302028305,57.0,-1
1.0,0.0,0.0,182.83085717415798,47.0,-1
0.0,1.0,150.0,147.79089898485893,48.0,-1
0.0,1.0,150.0,81.24584195236886,47.0,-1
1.0,0.0,0.0,209.1460837653515,48.0,-1
0.0,1.0,150.0,248.46948208850085,67.0,-1
0.0,1.0,150.0,246.54500374482717,57.0,-1
0.0,1.0,150.0,211.2732186850576,44.0,-1
1.0,0.0,0.0,169.84128329799336,49.0,-1
0.0,1.0,150.0,226.05413449189513,53.0,-1
1.0,0.0,0.0,218.40276168299107,44.0,-1
1.0,0.0,0.0,213.96658923159237,55.0,-1
1.0,0.0,0.0,153.9601814435633,51.0,-1
1.0,0.0,0.0,212.84982018111998,51.0,-1
0.0,1.0,150.0,167.1782750568312,48.0,-1
0.0,1.0,150.0,177.57468959966224,36.0,-1
0.0,1.0,150.0,214.34131924231514,52.0,-1
1.0,0.0,0.0,212.9139024012203,48.0,-1
0.0,1.0,150.0,238.17447206831457,42.0,-1
0.0,1.0,150.0,176.53295461943594,47.0,-1
1.0,0.0,0.0,225.95003408014944,55.0,-1
1.0,0.0,0.0,176.37876041265105,39.0,-1
1.0,0.0,0.0,341.53587159319403,50.0,-1
0.0,1.0,150.0,253.43538660312552,45.0,-1
0.0,1.0,150.0,219.03460964389944,59.0,-1
0.0,1.0,150.0,167.73159422060456,46.0,-1
0.0,1.0,150.0,257.3961722074911,62.0,-1
1.0,0.0,0.0,128.45272723243679,42.0,-1
1.0,0.0,0.0,239.40539305552713,48.0,-1
0.0,1.0,150.0,93.06924138616716,52.0,-1
0.0,1.0,150.0,264.51658024983067,56.0,-1
0.0,1.0,150.0,230.55249353382402,52.0,-1
0.0,1.0,150.0,158.35434943270894,42.0,-1
0.0,1.0,150.0,106.73358982671856,58.0,-1
